1.713307721623366833e+09,1.713307759294520617e+09
1.713307821408891916e+09,1.713307854216750860e+09
1.713307935118283987e+09,1.713308002635505438e+09
1.713308096716078043e+09,1.713308143187460661e+09
1.713308228532480717e+09,1.713308292374033451e+09
1.713308355305868864e+09,1.713308422177951336e+09
1.713308495794539690e+09,1.713308564024690390e+09
1.713308609505772114e+09,1.713308639971121550e+09
1.713308697024472475e+09,1.713308749212610006e+09
1.713308817038984776e+09,1.713308887010018349e+09
1.713308959167920113e+09,1.713309023382141113e+09
1.713309093473606586e+09,1.713309139336966991e+09
1.713309194808704138e+09,1.713309249428977013e+09
1.713309333369550705e+09,1.713309372400169134e+09
1.713309472530924797e+09,1.713309538192827702e+09
1.713309598137855291e+09,1.713309659046179295e+09
1.713309752058229208e+09,1.713309816670706272e+09
1.713309871449222565e+09,1.713309933511389732e+09
1.713310000213320494e+09,1.713310076146436453e+09
1.713310123211956978e+09,1.713310187121779203e+09
1.713310228772113323e+09,1.713310294408212900e+09
1.713310336177123070e+09,1.713310392391636372e+09
1.713310446201192856e+09,1.713310527701035261e+09
